Organism,Groups,Size,Chromosomes,Organelles,Plasmids,Assemblies
Thermocrinis albus,Bacteria;Aquificae;Aquificae,1.50058,1,0,0,1
Thermocrinis minervae,Bacteria;Aquificae;Aquificae,1.36792,1,0,0,1
Thermocrinis ruber,Bacteria;Aquificae;Aquificae,1.52104,1,0,0,1
Thermocrispum,Bacteria;Terrabacteria group;Actinobacteria,4.15567,0,0,0,1
Thermocrispum agreste,Bacteria;Terrabacteria group;Actinobacteria,4.19609,0,0,0,2
Thermocrispum municipale,Bacteria;Terrabacteria group;Actinobacteria,4.52642,0,0,0,1
Thermodesulfatator,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,1.39448,0,0,0,2
Thermodesulfatator atlanticus,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,2.30228,0,0,0,1
Thermodesulfatator autotrophicus,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,2.27096,0,0,0,1
Thermodesulfatator indicus,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,2.32222,1,0,0,1
Thermodesulfitimonas autotrophica,Bacteria;Terrabacteria group;Firmicutes,2.17774,0,0,0,1
Thermodesulfobacteria bacterium,Bacteria;Thermodesulfobacteria;unclassified Thermodesulfobacteria,1.91199,0,0,0,5
Thermodesulfobacteriaceae bacterium UBA6232,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,1.65964,0,0,0,1
Thermodesulfobacteriales bacterium,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,2.28632,0,0,0,1
Thermodesulfobacterium,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,1.29324,0,0,0,1
Thermodesulfobacterium commune,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,1.76405,1,0,0,9
Thermodesulfobacterium geofontis,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,1.63438,1,0,0,3
Thermodesulfobacterium hveragerdense,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,1.72959,0,0,0,1
Thermodesulfobacterium hydrogeniphilum,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,1.68724,0,0,0,1
Thermodesulfobacterium thermophilum,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,1.78738,0,0,0,1
Thermodesulfobium acidiphilum,Bacteria;Terrabacteria group;Firmicutes,1.77479,1,0,0,1
Thermodesulfobium narugense,Bacteria;Terrabacteria group;Firmicutes,1.89887,1,0,0,2
Thermodesulforhabdus norvegica,Bacteria;Proteobacteria;delta/epsilon subdivisions,2.80834,0,0,0,1
Thermodesulfovibrio,Bacteria;Nitrospirae;Nitrospira,3.14422,0,0,0,4
Thermodesulfovibrio aggregans,Bacteria;Nitrospirae;Nitrospira,1.99765,0,0,0,3
Thermodesulfovibrio islandicus,Bacteria;Nitrospirae;Nitrospira,2.04887,0,0,0,1
Thermodesulfovibrio thiophilus,Bacteria;Nitrospirae;Nitrospira,1.87147,0,0,0,1
Thermodesulfovibrio yellowstonii,Bacteria;Nitrospirae;Nitrospira,2.0038,1,0,0,1
Thermofilum,Archaea;TACK group;Crenarchaeota,1.88142,0,0,0,4
Thermofilum adornatus,Archaea;TACK group;Crenarchaeota,1.75419,1,0,0,2
Thermofilum pendens,Archaea;TACK group;Crenarchaeota,1.81339,1,0,1,1
Thermofilum uzonense,Archaea;TACK group;Crenarchaeota,1.61199,1,0,0,1
Thermoflavifilum aggregans,Bacteria;FCB group;Bacteroidetes/Chlorobi group,2.84167,0,0,0,1
Thermoflavimicrobium,Bacteria;Terrabacteria group;Firmicutes,3.8677,0,0,0,1
Thermoflavimicrobium dichotomicum,Bacteria;Terrabacteria group;Firmicutes,3.85279,0,0,0,1
Thermoflexales bacterium,Bacteria;Terrabacteria group;Chloroflexi,5.24251,0,0,0,13
Thermoflexia bacterium,Bacteria;Terrabacteria group;Chloroflexi,2.27342,0,0,0,1
Thermoflexibacter ruber,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.50418,0,0,0,1
Thermoflexus hugenholtzii,Bacteria;Terrabacteria group;Chloroflexi,3.21696,0,0,0,2
Thermogemmatispora carboxidivorans,Bacteria;Terrabacteria group;Chloroflexi,5.60796,0,0,0,1
Thermogemmatispora onikobensis,Bacteria;Terrabacteria group;Chloroflexi,5.5565,0,0,0,1
Thermogemmatispora tikiterensis,Bacteria;Terrabacteria group;Chloroflexi,5.97395,0,0,0,1
Thermogladius calderae,Archaea;TACK group;Crenarchaeota,1.35632,1,0,0,1
Thermogutta terrifontis,Bacteria;PVC group;Planctomycetes,4.81075,1,0,0,1
Thermogymnomonas acidicola,Archaea;Euryarchaeota;Diaforarchaea group,1.74238,0,0,0,1
Thermohalobacter berrensis,Bacteria;Terrabacteria group;Firmicutes,2.7639,0,0,0,1
Thermohydrogenium kirishiense,Bacteria;Terrabacteria group;Firmicutes,2.77978,0,0,0,1
Thermoleophilia bacterium,Bacteria;Terrabacteria group;Actinobacteria,1.51622,0,0,0,2
Thermoleophilia bacterium UBA2241,Bacteria;Terrabacteria group;Actinobacteria,2.79277,0,0,0,1
Thermoleophilia bacterium UBA5186,Bacteria;Terrabacteria group;Actinobacteria,2.60825,0,0,0,1
Thermoleophilia bacterium UBA6103,Bacteria;Terrabacteria group;Actinobacteria,3.55781,0,0,0,1
Thermoleophilum album,Bacteria;Terrabacteria group;Actinobacteria,2.20719,0,0,0,1
Thermolongibacillus altinsuensis,Bacteria;Terrabacteria group;Firmicutes,2.90094,0,0,0,1
Thermomicrobia bacterium,Bacteria;Terrabacteria group;Chloroflexi,3.72062,0,0,0,1
Thermomicrobiaceae bacterium,Bacteria;Terrabacteria group;Chloroflexi,3.77816,0,0,0,8
Thermomicrobiales bacterium,Bacteria;Terrabacteria group;Chloroflexi,2.68032,0,0,0,2
Thermomicrobium roseum,Bacteria;Terrabacteria group;Chloroflexi,2.92074,1,0,1,1
Thermomonas,Bacteria;Proteobacteria;Gammaproteobacteria,3.006,1,0,0,2
Thermomonas fusca,Bacteria;Proteobacteria;Gammaproteobacteria,3.15145,0,0,0,2
Thermomonas haemolytica,Bacteria;Proteobacteria;Gammaproteobacteria,2.58696,0,0,0,3
Thermomonas hydrothermalis,Bacteria;Proteobacteria;Gammaproteobacteria,2.44872,0,0,0,1
Thermomonospora,Bacteria;Terrabacteria group;Actinobacteria,5.46008,0,0,0,1
Thermomonospora catenispora,Bacteria;Terrabacteria group;Actinobacteria,5.3468,0,0,0,1
Thermomonospora curvata,Bacteria;Terrabacteria group;Actinobacteria,5.63902,1,0,0,1
Thermomucor indicae-seudaticae,Eukaryota;Fungi;Other Fungi,29.5709,0,0,0,1
Thermomyces lanuginosus,Eukaryota;Fungi;Ascomycetes,19.1555,0,0,0,1
Thermonema rossianum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,2.95497,0,0,0,1
Thermopetrobacter,Bacteria;Proteobacteria;Alphaproteobacteria,2.60892,0,0,0,1
Thermophagus xiamenensis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.86353,0,0,0,2
Thermophis baileyi,Eukaryota;Animals;Reptiles,1747.68,0,0,0,1
Thermoplasma,Archaea;Euryarchaeota;Diaforarchaea group,1.79006,0,0,0,1
Thermoplasma acidophilum,Archaea;Euryarchaeota;Diaforarchaea group,1.56491,1,0,0,1
Thermoplasma volcanium,Archaea;Euryarchaeota;Diaforarchaea group,1.5848,1,0,0,1
Thermoplasmata archaeon,Archaea;Euryarchaeota;Diaforarchaea group,2.33212,0,0,0,52
Thermoplasmata archaeon HGW-Thermoplasmata-1,Archaea;Euryarchaeota;Diaforarchaea group,1.44537,0,0,0,1
Thermoplasmata archaeon HGW-Thermoplasmata-2,Archaea;Euryarchaeota;Diaforarchaea group,0.782613,0,0,0,1
Thermoplasmata archaeon M11B2D,Archaea;Euryarchaeota;Diaforarchaea group,1.69837,0,0,0,1
Thermoplasmata archaeon M8B2D,Archaea;Euryarchaeota;Diaforarchaea group,2.46529,0,0,0,1
Thermoplasmata archaeon M9B1D,Archaea;Euryarchaeota;Diaforarchaea group,1.69209,0,0,0,1
Thermoplasmata archaeon M9B2D,Archaea;Euryarchaeota;Diaforarchaea group,2.78121,0,0,0,1
Thermoplasmata archaeon UBA184,Archaea;Euryarchaeota;Diaforarchaea group,1.81729,0,0,0,1
Thermoplasmata archaeon UBA61,Archaea;Euryarchaeota;Diaforarchaea group,1.7879,0,0,0,1
Thermoplasmatales archaeon A-plasma,Archaea;Euryarchaeota;Diaforarchaea group,1.9896,0,0,0,1
Thermoplasmatales archaeon ARMAN,Archaea;Euryarchaeota;Diaforarchaea group,0.976441,0,0,0,1
Thermoplasmatales archaeon B_DKE,Archaea;Euryarchaeota;Diaforarchaea group,1.90525,0,0,0,1
Thermoplasmatales archaeon BRNA1,Archaea;Euryarchaeota;Diaforarchaea group,1.46111,1,0,0,1
Thermoplasmatales archaeon E-plasma,Archaea;Euryarchaeota;Diaforarchaea group,1.6605,0,0,0,1
Thermoplasmatales archaeon ex4484_30,Archaea;Euryarchaeota;Diaforarchaea group,1.32353,0,0,0,1
Thermoplasmatales archaeon ex4484_36,Archaea;Euryarchaeota;Diaforarchaea group,1.02343,0,0,0,1
Thermoplasmatales archaeon ex4484_6,Archaea;Euryarchaeota;Diaforarchaea group,1.82554,0,0,0,1
Thermoplasmatales archaeon ex4572_165,Archaea;Euryarchaeota;Diaforarchaea group,1.20347,0,0,0,1
Thermoplasmatales archaeon Gpl,Archaea;Euryarchaeota;Diaforarchaea group,1.82726,0,0,0,1
Thermoplasmatales archaeon I-plasma,Archaea;Euryarchaeota;Diaforarchaea group,1.68796,0,0,0,1
Thermoplasmatales archaeon JdFR-43,Archaea;Euryarchaeota;Diaforarchaea group,1.23094,0,0,0,1
Thermoplasmatales archaeon SCGC AB-539-C06,Archaea;Euryarchaeota;Diaforarchaea group,0.593453,0,0,0,1
Thermoplasmatales archaeon SCGC AB-539-N05,Archaea;Euryarchaeota;Diaforarchaea group,0.801028,0,0,0,1
Thermoplasmatales archaeon SCGC AB-540-F20,Archaea;Euryarchaeota;Diaforarchaea group,1.03725,0,0,0,1
Thermoplasmatales archaeon SG8-52-1,Archaea;Euryarchaeota;Diaforarchaea group,2.06548,0,0,0,1
Thermoplasmatales archaeon SG8-52-2,Archaea;Euryarchaeota;Diaforarchaea group,1.3559,0,0,0,1
Thermoplasmatales archaeon SG8-52-3,Archaea;Euryarchaeota;Diaforarchaea group,1.9094,0,0,0,1
Thermoplasmatales archaeon SG8-52-4,Archaea;Euryarchaeota;Diaforarchaea group,2.24627,0,0,0,1
Thermoplasmatales archaeon SM1-50,Archaea;Euryarchaeota;Diaforarchaea group,2.09171,0,0,0,1
Thermoplasmatales archaeon SW_10_69_26,Archaea;Euryarchaeota;Diaforarchaea group,2.81656,0,0,0,1
Thermoplasmatales archaeon UBA262,Archaea;Euryarchaeota;Diaforarchaea group,1.5591,0,0,0,1
Thermoplasmatales archaeon UBA263,Archaea;Euryarchaeota;Diaforarchaea group,1.72967,0,0,0,1
Thermoplasmatales archaeon UBA266,Archaea;Euryarchaeota;Diaforarchaea group,1.81672,0,0,0,1
Thermoplasmatales archaeon UBA268,Archaea;Euryarchaeota;Diaforarchaea group,1.49924,0,0,0,1
Thermoplasmatales archaeon UBA269,Archaea;Euryarchaeota;Diaforarchaea group,1.32375,0,0,0,1
Thermoplasmatales archaeon UBA270,Archaea;Euryarchaeota;Diaforarchaea group,1.77259,0,0,0,1
Thermoplasmatales archaeon UBA444,Archaea;Euryarchaeota;Diaforarchaea group,1.64504,0,0,0,1
Thermoplasmatales archaeon UBA445,Archaea;Euryarchaeota;Diaforarchaea group,1.60081,0,0,0,1
Thermoplasmatales archaeon UBA447,Archaea;Euryarchaeota;Diaforarchaea group,1.72773,0,0,0,1
Thermoplasmatales archaeon UBA504,Archaea;Euryarchaeota;Diaforarchaea group,1.44101,0,0,0,1
Thermoplasmatales archaeon UBA505,Archaea;Euryarchaeota;Diaforarchaea group,1.64357,0,0,0,1
Thermoplasmatales archaeon UBA507,Archaea;Euryarchaeota;Diaforarchaea group,1.6704,0,0,0,1
Thermoplasmatales archaeon UBA508,Archaea;Euryarchaeota;Diaforarchaea group,1.52562,0,0,0,1
Thermoplasmatales archaeon UBA509,Archaea;Euryarchaeota;Diaforarchaea group,1.81189,0,0,0,1
Thermoplasmatales archaeon UBA511,Archaea;Euryarchaeota;Diaforarchaea group,1.13693,0,0,0,1
Thermoplasmatales archaeon UBA512,Archaea;Euryarchaeota;Diaforarchaea group,1.42463,0,0,0,1
Thermoplasmatales archaeon UBA513,Archaea;Euryarchaeota;Diaforarchaea group,1.73127,0,0,0,1
Thermoplasmatales archaeon UBA516,Archaea;Euryarchaeota;Diaforarchaea group,1.67339,0,0,0,1
Thermoplasmatales archaeon UBA517,Archaea;Euryarchaeota;Diaforarchaea group,1.86395,0,0,0,1
Thermoplasmatales archaeon UBA518,Archaea;Euryarchaeota;Diaforarchaea group,1.69208,0,0,0,1
Thermoplasmatales archaeon UBA520,Archaea;Euryarchaeota;Diaforarchaea group,1.57005,0,0,0,1
Thermoplasmatales archaeon UBA521,Archaea;Euryarchaeota;Diaforarchaea group,1.73658,0,0,0,1
Thermoplasmatales archaeon UBA522,Archaea;Euryarchaeota;Diaforarchaea group,1.63097,0,0,0,1
Thermoplasmatales archaeon UBA564,Archaea;Euryarchaeota;Diaforarchaea group,1.63829,0,0,0,1
Thermoplasmatales archaeon UBA565,Archaea;Euryarchaeota;Diaforarchaea group,1.68775,0,0,0,1
Thermoplasmatales archaeon UBA566,Archaea;Euryarchaeota;Diaforarchaea group,1.61024,0,0,0,1
Thermoplasmatales archaeon UBA568,Archaea;Euryarchaeota;Diaforarchaea group,1.52455,0,0,0,1
Thermoplasmatales archaeon UBA570,Archaea;Euryarchaeota;Diaforarchaea group,1.60051,0,0,0,1
Thermoplasmatales archaeon UBA571,Archaea;Euryarchaeota;Diaforarchaea group,1.73619,0,0,0,1
Thermoplasmatales archaeon UBA572,Archaea;Euryarchaeota;Diaforarchaea group,1.80267,0,0,0,1
Thermoplasmatales archaeon UBA574,Archaea;Euryarchaeota;Diaforarchaea group,1.71119,0,0,0,1
Thermoplasmatales archaeon UBA576,Archaea;Euryarchaeota;Diaforarchaea group,1.58167,0,0,0,1
Thermoplasmatales archaeon UBA577,Archaea;Euryarchaeota;Diaforarchaea group,1.62124,0,0,0,1
Thermoplasmatales archaeon UBA578,Archaea;Euryarchaeota;Diaforarchaea group,1.43098,0,0,0,1
Thermoplasmatales archaeon UBA579,Archaea;Euryarchaeota;Diaforarchaea group,1.56619,0,0,0,1
Thermoplasmatales archaeon UBA580,Archaea;Euryarchaeota;Diaforarchaea group,1.63247,0,0,0,1
Thermoplasmatales archaeon UBA582,Archaea;Euryarchaeota;Diaforarchaea group,1.47692,0,0,0,1
Thermoplasmatales archaeon UBA611,Archaea;Euryarchaeota;Diaforarchaea group,1.53516,0,0,0,1
Thermoplasmatales archaeon UBA612,Archaea;Euryarchaeota;Diaforarchaea group,1.60208,0,0,0,1
Thermoplasmatales archaeon UBA613,Archaea;Euryarchaeota;Diaforarchaea group,1.77131,0,0,0,1
Thermoplasmatales archaeon UBA616,Archaea;Euryarchaeota;Diaforarchaea group,1.64936,0,0,0,1
Thermoplasmatales archaeon UBA617,Archaea;Euryarchaeota;Diaforarchaea group,1.8085,0,0,0,1
Thermopolyspora flexuosa,Bacteria;Terrabacteria group;Actinobacteria,5.76527,0,0,0,1
Thermoprotei archaeon,Archaea;TACK group;Crenarchaeota,3.54368,0,0,0,52
Thermoprotei archaeon ex4572_64,Archaea;TACK group;Crenarchaeota,0.681493,0,0,0,1
Thermoproteus,Archaea;TACK group;Crenarchaeota,1.76008,0,0,0,5
Thermoproteus tenax,Archaea;TACK group;Crenarchaeota,1.84154,1,0,0,1
Thermoproteus tenax spherical virus 1,Viruses;Other;Globuloviridae,0.020933,1,0,0,1
Thermoproteus tenax virus 1,Viruses;Other;Tristromaviridae,0.013669,1,0,0,1
Thermoproteus uzoniensis,Archaea;TACK group;Crenarchaeota,1.93606,1,0,0,1
Thermorudis peleae,Bacteria;Terrabacteria group;Chloroflexi,2.93462,0,0,0,1
Thermosediminibacter litoriperuensis,Bacteria;Terrabacteria group;Firmicutes,2.34479,0,0,0,1
Thermosediminibacter oceani,Bacteria;Terrabacteria group;Firmicutes,2.28003,1,0,0,1
Thermosinus carboxydivorans,Bacteria;Terrabacteria group;Firmicutes,2.88977,0,0,0,1
Thermosipho,Bacteria;Thermotogae;Thermotogae,1.78831,1,0,0,4
Thermosipho affectus,Bacteria;Thermotogae;Thermotogae,1.77102,0,0,0,1
Thermosipho africanus,Bacteria;Thermotogae;Thermotogae,2.01666,1,0,0,4
Thermosipho atlanticus,Bacteria;Thermotogae;Thermotogae,1.63565,0,0,0,1
Thermosipho globiformans,Bacteria;Thermotogae;Thermotogae,1.93473,0,0,0,1
Thermosipho melanesiensis,Bacteria;Thermotogae;Thermotogae,1.91524,1,0,0,7
Thermosphaera aggregans,Archaea;TACK group;Crenarchaeota,1.31659,1,0,0,1
Thermosporothrix hazakensis,Bacteria;Terrabacteria group;Chloroflexi,7.39657,0,0,0,2
Thermostaphylospora chromogena,Bacteria;Terrabacteria group;Actinobacteria,5.98802,0,0,0,1
Thermosulfidibacter takaii,Bacteria;Aquificae;Aquificae,1.81667,1,0,0,1
Thermosulfurimonas dismutans,Bacteria;Thermodesulfobacteria;Thermodesulfobacteria,2.11993,0,0,0,1
Thermosynechococcus,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,2.52006,1,0,0,1
Thermosynechococcus elongatus,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,2.59386,1,0,0,2
Thermosynechococcus vulcanus,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,2.57127,1,0,0,1
Thermosyntropha lipolytica,Bacteria;Terrabacteria group;Firmicutes,2.16923,0,0,0,1
Thermotalea metallivorans,Bacteria;Terrabacteria group;Firmicutes,3.0945,0,0,0,1
Thermothelomyces thermophilus,Eukaryota;Fungi;Ascomycetes,38.7442,7,0,0,1
Thermothielavioides terrestris,Eukaryota;Fungi;Ascomycetes,36.9123,6,0,0,1
Thermotoga,Bacteria;Thermotogae;Thermotogae,2.11908,1,0,0,21
Thermotoga caldifontis,Bacteria;Thermotogae;Thermotogae,2.01491,1,0,0,1
Thermotoga maritima,Bacteria;Thermotogae;Thermotogae,1.86072,1,0,0,6
Thermotoga naphthophila,Bacteria;Thermotogae;Thermotogae,1.80982,1,0,0,4
Thermotoga neapolitana,Bacteria;Thermotogae;Thermotogae,1.88456,1,0,0,3
Thermotoga petrophila,Bacteria;Thermotogae;Thermotogae,1.82351,1,0,0,1
Thermotoga profunda,Bacteria;Thermotogae;Thermotogae,2.18761,1,0,0,1
Thermotogaceae bacterium DTU111,Bacteria;Thermotogae;Thermotogae,1.44583,0,0,0,1
Thermotogae bacterium,Bacteria;Thermotogae;unclassified Thermotogae,2.03698,0,0,0,8
Thermotogae bacterium JGI 0000106-O11,Bacteria;Thermotogae;unclassified Thermotogae,0.343694,0,0,0,1
Thermotogales bacterium,Bacteria;Thermotogae;Thermotogae,2.29752,0,0,0,4
Thermotogales bacterium 46_20,Bacteria;Thermotogae;Thermotogae,2.03885,0,0,0,1
Thermotogales bacterium EBM-19,Bacteria;Thermotogae;Thermotogae,2.38245,0,0,0,1
Thermotogales bacterium EBM-48,Bacteria;Thermotogae;Thermotogae,3.31212,0,0,0,1
Thermotogales bacterium Thermo_01,Bacteria;Thermotogae;Thermotogae,2.49092,0,0,0,1
Thermotogales bacterium Thermo_02,Bacteria;Thermotogae;Thermotogae,3.24967,0,0,0,1
Thermovenabulum gondwanense,Bacteria;Terrabacteria group;Firmicutes,2.2828,0,0,0,1
Thermovibrio,Bacteria;Aquificae;Aquificae,0.775806,0,0,0,2
Thermovibrio ammonificans,Bacteria;Aquificae;Aquificae,1.75953,1,0,1,1
Thermovibrio guaymasensis,Bacteria;Aquificae;Aquificae,1.62172,0,0,0,1
Thermovirga lienii,Bacteria;Synergistetes;Synergistia,1.99965,1,0,1,3
Thermus,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.44766,1,0,0,7
Thermus amyloliquefaciens,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.16086,0,0,0,1
Thermus antranikianii,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.16515,0,0,0,1
Thermus aquaticus,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.33864,1,0,4,3
Thermus arciformis,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.4423,0,0,0,1
Thermus brockianus,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.38827,1,0,2,1
Thermus caldifontis,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.16379,0,0,0,1
Thermus caliditerrae,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.21811,0,0,0,1
Thermus filiformis,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.38608,0,0,0,1
Thermus igniterrae,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.22598,0,0,0,1
Thermus islandicus,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.26301,0,0,0,1
Thermus kawarayensis,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.31549,0,0,0,1
Thermus oshimai,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.40133,1,0,2,2
Thermus parvatiensis,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.0366,1,0,1,2
Thermus phage G20c,Viruses;Other;Siphoviridae,0.081291,1,0,0,1
Thermus phage phi OH2,Viruses;Other;Myoviridae,0.038099,1,0,0,1
Thermus phage phiFa,Viruses;Other;Siphoviridae,0.071021,1,0,0,1
Thermus phage phiKo,Viruses;unclassified phages;unclassified,0.011129,1,0,0,1
Thermus phage phiLo,Viruses;Other;Myoviridae,0.178531,1,0,0,1
Thermus phage phiMa,Viruses;Other;Myoviridae,0.051843,1,0,0,1
Thermus phage phiOH16,Viruses;Other;Inoviridae,0.006533,1,0,0,1
Thermus phage phiOH3,Viruses;Other;Inoviridae,0.005688,1,0,0,1
Thermus phage phiYS40,Viruses;Other;Myoviridae,0.152372,1,0,0,2
Thermus phage T72,Viruses;Other;Myoviridae,0.015151,1,0,0,1
Thermus phage TMA,Viruses;Other;Myoviridae,0.151483,1,0,0,1
Thermus phage TSP4,Viruses;Other;Siphoviridae,0.083142,1,0,0,1
Thermus phage YS40_Isch,Viruses;Other;Myoviridae,0.162184,1,0,0,1
Thermus scotoductus,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.35519,1,0,1,44
Thermus sediminis,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.16027,0,0,0,1
Thermus tengchongensis,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.56231,0,0,0,3
Thermus tenuipuniceus,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.26104,0,0,0,1
Thermus thermophilus,Bacteria;Terrabacteria group;Deinococcus-Thermus,2.11606,1,0,2,13
Thermus virus IN93,Viruses;Other;Sphaerolipoviridae,0.019604,1,0,0,1
Thermus virus P23-45,Viruses;Other;Siphoviridae,0.084201,1,0,0,1
Thermus virus P23-77,Viruses;Other;Sphaerolipoviridae,0.017036,1,0,0,1
Thermus virus P74-26,Viruses;Other;Siphoviridae,0.083319,1,0,0,1
Theropithecus gelada,Eukaryota;Animals;Mammals,2889.63,22,1,0,1
Thetapapillomavirus 1,Viruses;Other;Papillomaviridae,0.007304,1,0,0,1
Thiafora orthonairovirus,Viruses;Other;Nairoviridae,0.018044,3,0,0,2
Thielaviopsis basicola mitovirus,Viruses;Other;Narnaviridae,0.002896,1,0,0,1
Thielaviopsis ethacetica,Eukaryota;Fungi;Ascomycetes,29.4686,0,0,0,1
Thielaviopsis euricoi,Eukaryota;Fungi;Ascomycetes,29.6344,0,0,0,1
Thielaviopsis musarum,Eukaryota;Fungi;Ascomycetes,28.4176,0,0,0,1
Thielaviopsis punctulata,Eukaryota;Fungi;Ascomycetes,28.1177,0,0,0,2
Thika virus,Viruses;unclassified viruses;unclassified,0.009108,1,0,0,1
Thimiri orthobunyavirus,Viruses;Other;Peribunyaviridae,0.012418,3,0,0,2
Thin paspalum asymptomatic virus,Viruses;Other;Tombusviridae,0.004195,1,0,0,1
Thioalbus denitrificans,Bacteria;Proteobacteria;Gammaproteobacteria,4.14577,0,0,0,1
Thioalkalivibrio,Bacteria;Proteobacteria;Gammaproteobacteria,3.56363,1,0,1,95
Thioalkalivibrio denitrificans,Bacteria;Proteobacteria;Gammaproteobacteria,3.63935,0,0,0,1
Thioalkalivibrio halophilus,Bacteria;Proteobacteria;Gammaproteobacteria,2.87179,0,0,0,1
Thioalkalivibrio nitratireducens,Bacteria;Proteobacteria;Gammaproteobacteria,4.00235,1,0,0,1
Thioalkalivibrio paradoxus,Bacteria;Proteobacteria;Gammaproteobacteria,3.75673,1,0,0,1
Thioalkalivibrio sulfidiphilus,Bacteria;Proteobacteria;Gammaproteobacteria,3.46455,1,0,0,2
Thioalkalivibrio thiocyanodenitrificans,Bacteria;Proteobacteria;Gammaproteobacteria,3.74665,0,0,0,1
Thioalkalivibrio thiocyanoxidans,Bacteria;Proteobacteria;Gammaproteobacteria,2.76534,0,0,0,1
Thioalkalivibrio versutus,Bacteria;Proteobacteria;Gammaproteobacteria,2.96936,1,0,0,3
Thiobaca trueperi,Bacteria;Proteobacteria;Gammaproteobacteria,4.07339,0,0,0,1
Thiobacillaceae bacterium LSR1,Bacteria;Proteobacteria;Betaproteobacteria,3.222,0,0,0,1
Thiobacillus,Bacteria;Proteobacteria;Betaproteobacteria,3.65832,0,0,0,24
Thiobacillus denitrificans,Bacteria;Proteobacteria;Betaproteobacteria,3.60995,1,0,0,7
Thiobacillus thioparus,Bacteria;Proteobacteria;Betaproteobacteria,3.20152,0,0,0,1
Thiobacimonas phage vB_ThpS-P1,Viruses;Other;Siphoviridae,0.039591,1,0,0,1
Thiocapsa,Bacteria;Proteobacteria;Gammaproteobacteria,10.3826,0,0,0,2
Thiocapsa marina,Bacteria;Proteobacteria;Gammaproteobacteria,5.59554,0,0,0,1
Thiocapsa rosea,Bacteria;Proteobacteria;Gammaproteobacteria,6.11186,0,0,0,1
Thiocapsa roseopersicina,Bacteria;Proteobacteria;Gammaproteobacteria,5.38612,0,0,0,1
Thioclava,Bacteria;Proteobacteria;Alphaproteobacteria,7.65757,0,0,0,18
Thioclava arenosa,Bacteria;Proteobacteria;Alphaproteobacteria,2.79363,0,0,0,1
Thioclava atlantica,Bacteria;Proteobacteria;Alphaproteobacteria,3.92844,0,0,0,1
Thioclava dalianensis,Bacteria;Proteobacteria;Alphaproteobacteria,4.17906,0,0,0,2
Thioclava electrotropha,Bacteria;Proteobacteria;Alphaproteobacteria,4.41575,0,0,0,1
Thioclava indica,Bacteria;Proteobacteria;Alphaproteobacteria,3.82207,0,0,0,1
Thioclava marina,Bacteria;Proteobacteria;Alphaproteobacteria,3.65333,0,0,0,1
Thioclava nitratireducens,Bacteria;Proteobacteria;Alphaproteobacteria,4.23825,1,0,2,1
Thioclava pacifica,Bacteria;Proteobacteria;Alphaproteobacteria,3.72829,0,0,0,1
Thioclava sediminum,Bacteria;Proteobacteria;Alphaproteobacteria,4.13128,0,0,0,1
Thiocystis violascens,Bacteria;Proteobacteria;Gammaproteobacteria,5.01707,1,0,0,1
Thiofilum flexile,Bacteria;Proteobacteria;Gammaproteobacteria,3.78763,0,0,0,1
Thioflavicoccus mobilis,Bacteria;Proteobacteria;Gammaproteobacteria,4.13752,1,0,1,1
Thioflexothrix psekupsii,Bacteria;Proteobacteria;Gammaproteobacteria,3.96826,0,0,0,1
